# Seconds of Week            X-ECEF            Y-ECEF            Z-ECEF        VX        VY        VZ     Pitch      Roll       Yaw      GyroBiasX      GyroBiasY      GyroBiasZ      AcceBiasX      AcceBiasY      AcceBiasZ         
#             (s)               (m)               (m)               (m)     (m/s)     (m/s)     (m/s)     (deg)     (deg)     (deg)        (deg/h)        (deg/h)        (deg/h)           (mg)           (mg)           (mg)
     358895.102500      -2267439.513       5008814.474       3222032.984    -5.241    -3.643     1.932    0.8441    0.4885   73.5703         0.9128        -4.2563         2.3174        -0.1885         2.7681         1.5474
     358895.202500      -2267440.038       5008814.110       3222033.176    -5.256    -3.637     1.896    0.8747    0.4791   73.7799         0.9135        -4.2550         2.3362        -0.1884         2.7686         1.5473
     358895.302500      -2267440.564       5008813.747       3222033.365    -5.266    -3.616     1.887    0.7971    0.5148   73.9941         0.9140        -4.2551         2.3408        -0.1884         2.7690         1.5473
     358895.402500      -2267441.091       5008813.388       3222033.554    -5.268    -3.566     1.881    0.6526    0.4933   74.2146         0.9146        -4.2527         2.3660        -0.1883         2.7692         1.5472
     358895.502500      -2267441.618       5008813.033       3222033.740    -5.245    -3.540     1.842    0.5464    0.5117   74.4301         0.9150        -4.2530         2.3752        -0.1882         2.7697         1.5472
     358895.602500      -2267442.140       5008812.679       3222033.922    -5.208    -3.538     1.785    0.5245    0.4937   74.6346         0.9148        -4.2535         2.3752        -0.1881         2.7697         1.5472
     358895.702500      -2267442.659       5008812.327       3222034.098    -5.164    -3.511     1.744    0.6034    0.5294   74.8431         0.9148        -4.2535         2.3762        -0.1881         2.7697         1.5472
     358895.802500      -2267443.173       5008811.978       3222034.273    -5.144    -3.472     1.734    0.8261    0.5072   75.0434         0.9154        -4.2521         2.3916        -0.1881         2.7700         1.5471
     358895.902500      -2267443.689       5008811.634       3222034.448    -5.154    -3.449     1.728    1.0821    0.5020   75.2395         0.9161        -4.2545         2.3930        -0.1879         2.7711         1.5469
     358896.002500      -2267444.195       5008811.285       3222034.633    -5.148    -3.437     1.722    1.2887    0.4744   75.4342         0.9388        -4.1529         2.3910        -0.1861         2.7877         1.5458
     358896.102500      -2267444.712       5008810.943       3222034.806    -5.180    -3.424     1.727    1.4049    0.4516   75.6237         0.9391        -4.1551         2.3895        -0.1860         2.7884         1.5457
     358896.202500      -2267445.233       5008810.604       3222034.982    -5.219    -3.403     1.736    1.4027    0.4239   75.8138         0.9399        -4.1574         2.4169        -0.1856         2.7905         1.5453
     358896.302500      -2267445.757       5008810.265       3222035.155    -5.226    -3.384     1.731    1.2689    0.4215   76.0006         0.9402        -4.1577         2.4247        -0.1856         2.7909         1.5453
     358896.402500      -2267446.281       5008809.930       3222035.330    -5.229    -3.356     1.684    1.2265    0.3852   76.1830         0.9436        -4.1563         2.4763        -0.1852         2.7937         1.5449
     358896.502500      -2267446.802       5008809.595       3222035.499    -5.197    -3.356     1.681    1.2695    0.3603   76.3443         0.9435        -4.1592         2.4641        -0.1851         2.7943         1.5448
     358896.602500      -2267447.321       5008809.261       3222035.667    -5.183    -3.336     1.657    1.4290    0.3051   76.4898         0.9440        -4.1620         2.4546        -0.1850         2.7948         1.5447
     358896.702500      -2267447.842       5008808.931       3222035.833    -5.169    -3.326     1.637    1.6495    0.3165   76.6430         0.9458        -4.1755         2.3914        -0.1847         2.7969         1.5442
     358896.802500      -2267448.361       5008808.600       3222035.998    -5.227    -3.317     1.621    1.8401    0.2819   76.7911         0.9458        -4.1755         2.3914        -0.1847         2.7969         1.5442
     358896.902500      -2267448.886       5008808.269       3222036.160    -5.257    -3.332     1.643    1.8016    0.3170   76.9304         0.9467        -4.1799         2.3667        -0.1847         2.7974         1.5441
     358897.002500      -2267449.400       5008807.903       3222036.301    -5.280    -3.319     1.640    1.6060    0.2295   77.0591         0.9642        -4.1022         2.3685        -0.1814         2.8158         1.5447
     358897.102500      -2267449.929       5008807.572       3222036.464    -5.294    -3.300     1.644    1.3599    0.3066   77.1895         0.9642        -4.1022         2.3684        -0.1814         2.8158         1.5447
     358897.202500      -2267450.459       5008807.243       3222036.629    -5.283    -3.303     1.610    1.0631    0.2618   77.2872         0.9644        -4.1016         2.3772        -0.1813         2.8159         1.5447
     358897.302500      -2267450.983       5008806.910       3222036.788    -5.224    -3.338     1.573    0.9479    0.2842   77.3767         0.9646        -4.1012         2.3819        -0.1813         2.8159         1.5447
     358897.402500      -2267451.505       5008806.576       3222036.944    -5.213    -3.338     1.544    0.9791    0.2987   77.4686         0.9648        -4.1011         2.3808        -0.1813         2.8158         1.5447
     358897.502500      -2267452.027       5008806.244       3222037.096    -5.225    -3.323     1.525    1.0097    0.4131   77.5546         0.9646        -4.1013         2.3806        -0.1813         2.8159         1.5447
     358897.602500      -2267452.549       5008805.911       3222037.250    -5.226    -3.327     1.529    1.0569    0.4402   77.6131         0.9644        -4.1015         2.3811        -0.1813         2.8160         1.5447
     358897.702500      -2267453.072       5008805.579       3222037.402    -5.235    -3.324     1.524    1.0734    0.5323   77.6809         0.9644        -4.1018         2.3773        -0.1813         2.8158         1.5447
     358897.802500      -2267453.596       5008805.248       3222037.554    -5.235    -3.313     1.524    1.0537    0.6025   77.7424         0.9643        -4.1024         2.3755        -0.1813         2.8159         1.5447
     358897.902500      -2267454.120       5008804.917       3222037.707    -5.233    -3.313     1.533    1.0287    0.6347   77.7887         0.9644        -4.1028         2.3733        -0.1813         2.8159         1.5447
     358898.002500      -2267454.649       5008804.557       3222037.784    -5.235    -3.293     1.501    1.0322    0.6699   77.8329         0.9391        -4.2576         2.3565        -0.1854         2.8107         1.5462
     358898.102500      -2267455.172       5008804.228       3222037.933    -5.240    -3.286     1.476    1.0446    0.7717   77.8865         0.9390        -4.2584         2.3535        -0.1854         2.8108         1.5462
     358898.202500      -2267455.696       5008803.899       3222038.080    -5.229    -3.294     1.475    1.0365    0.8446   77.9217         0.9390        -4.2586         2.3517        -0.1854         2.8108         1.5462
     358898.302500      -2267456.219       5008803.570       3222038.229    -5.224    -3.293     1.470    1.0296    0.9035   77.9530         0.9404        -4.2595         2.3731        -0.1852         2.8117         1.5460
     358898.402500      -2267456.741       5008803.242       3222038.377    -5.212    -3.273     1.484    1.0418    0.9409   77.9831         0.9408        -4.2605         2.3686        -0.1852         2.8119         1.5460
     358898.502500      -2267457.262       5008802.916       3222038.525    -5.208    -3.252     1.471    1.0868    1.0000   78.0107         0.9411        -4.2611         2.3685        -0.1852         2.8121         1.5459
     358898.602500      -2267457.784       5008802.594       3222038.674    -5.187    -3.257     1.482    1.1568    1.0539   78.0206         0.9439        -4.2667         2.3422        -0.1852         2.8134         1.5456
     358898.702500      -2267458.302       5008802.269       3222038.822    -5.170    -3.251     1.472    1.2377    1.0538   78.0263         0.9437        -4.2683         2.3382        -0.1852         2.8136         1.5456
     358898.802500      -2267458.819       5008801.944       3222038.970    -5.165    -3.243     1.484    1.3208    1.0762   78.0243         0.9436        -4.2691         2.3345        -0.1852         2.8136         1.5455
     358898.902500      -2267459.335       5008801.621       3222039.119    -5.170    -3.226     1.487    1.3316    1.0776   78.0061         0.9437        -4.2691         2.3344        -0.1852         2.8136         1.5455
     358899.002500      -2267459.871       5008801.306       3222039.243    -5.173    -3.209     1.472    1.2970    1.1096   77.9773         0.9404        -4.3958         2.2983        -0.1872         2.8031         1.5455
     358899.102500      -2267460.388       5008800.986       3222039.391    -5.159    -3.203     1.477    1.2610    1.1257   77.9552         0.9402        -4.3968         2.3045        -0.1871         2.8036         1.5454
     358899.202500      -2267460.903       5008800.666       3222039.540    -5.129    -3.195     1.488    1.2370    1.0917   77.9259         0.9401        -4.3972         2.3034        -0.1871         2.8037         1.5454
     358899.302500      -2267461.415       5008800.347       3222039.688    -5.097    -3.186     1.483    1.2731    1.0631   77.8888         0.9401        -4.3972         2.3026        -0.1871         2.8036         1.5454
     358899.402500      -2267461.924       5008800.029       3222039.836    -5.086    -3.174     1.464    1.3476    1.0596   77.8532         0.9402        -4.3973         2.3017        -0.1871         2.8036         1.5454
     358899.502500      -2267462.431       5008799.712       3222039.982    -5.065    -3.165     1.460    1.4190    1.0961   77.8185         0.9402        -4.3973         2.3017        -0.1871         2.8036         1.5454
     358899.602500      -2267462.937       5008799.397       3222040.128    -5.041    -3.157     1.474    1.4755    1.0845   77.7767         0.9404        -4.3990         2.2914        -0.1872         2.8038         1.5454
     358899.702500      -2267463.441       5008799.085       3222040.278    -5.034    -3.129     1.477    1.5000    1.0489   77.7364         0.9412        -4.4035         2.2763        -0.1871         2.8047         1.5451
     358899.802500      -2267463.946       5008798.775       3222040.429    -5.021    -3.109     1.481    1.4809    1.0706   77.7044         0.9427        -4.4048         2.2892        -0.1870         2.8060         1.5449
     358899.902500      -2267464.446       5008798.463       3222040.575    -5.006    -3.093     1.463    1.4279    1.0983   77.6708         0.9417        -4.4034         2.2945        -0.1871         2.8055         1.5450
     358900.002500      -2267464.935       5008798.132       3222040.703    -4.967    -3.098     1.465    1.3717    1.1230   77.6341         0.9339        -4.4167         2.3128        -0.1867         2.8079         1.5461
     358900.102500      -2267465.429       5008797.823       3222040.851    -4.923    -3.068     1.460    1.3662    1.0857   77.5982         0.9339        -4.4171         2.3220        -0.1867         2.8081         1.5461
     358900.202500      -2267465.919       5008797.518       3222040.996    -4.883    -3.047     1.458    1.4206    1.1070   77.5727         0.9336        -4.4176         2.3117        -0.1867         2.8080         1.5461
     358900.302500      -2267466.407       5008797.214       3222041.142    -4.857    -3.033     1.435    1.4900    1.0931   77.5336         0.9337        -4.4192         2.3093        -0.1867         2.8084         1.5461
     358900.402500      -2267466.891       5008796.911       3222041.285    -4.825    -3.032     1.422    1.5396    1.1214   77.4998         0.9342        -4.4191         2.3212        -0.1866         2.8086         1.5460
     358900.502500      -2267467.373       5008796.609       3222041.428    -4.808    -3.013     1.426    1.5443    1.1552   77.4714         0.9341        -4.4197         2.3197        -0.1866         2.8087         1.5460
     358900.602500      -2267467.853       5008796.309       3222041.571    -4.798    -2.987     1.436    1.4897    1.1710   77.4461         0.9340        -4.4203         2.3184        -0.1866         2.8088         1.5460
     358900.702500      -2267468.331       5008796.011       3222041.716    -4.764    -2.973     1.448    1.3932    1.1451   77.4116         0.9345        -4.4195         2.3355        -0.1865         2.8088         1.5460
     358900.802500      -2267468.806       5008795.715       3222041.861    -4.725    -2.962     1.438    1.3239    1.0878   77.3794         0.9341        -4.4195         2.3374        -0.1865         2.8088         1.5460
     358900.902500      -2267469.277       5008795.420       3222042.005    -4.679    -2.947     1.421    1.3282    1.0491   77.3564         0.9339        -4.4222         2.3283        -0.1865         2.8093         1.5459
     358901.002500      -2267469.731       5008795.130       3222042.247    -4.637    -2.939     1.446    1.4006    0.9957   77.3526         0.9760        -4.1192         2.4072        -0.1828         2.8198         1.5439
     358901.102500      -2267470.194       5008794.837       3222042.392    -4.605    -2.930     1.448    1.4816    0.9716   77.3313         0.9760        -4.1210         2.3958        -0.1828         2.8201         1.5438
     358901.202500      -2267470.653       5008794.545       3222042.538    -4.581    -2.920     1.454    1.5734    0.8872   77.3113         0.9761        -4.1230         2.3812        -0.1828         2.8204         1.5437
     358901.302500      -2267471.112       5008794.254       3222042.682    -4.595    -2.915     1.433    1.5616    0.9321   77.3056         0.9761        -4.1230         2.3804        -0.1828         2.8204         1.5437
     358901.402500      -2267471.572       5008793.963       3222042.827    -4.592    -2.909     1.456    1.3927    0.8951   77.2978         0.9760        -4.1240         2.3725        -0.1828         2.8206         1.5437
     358901.502500      -2267472.029       5008793.674       3222042.973    -4.546    -2.875     1.462    1.2310    0.8364   77.2785         0.9760        -4.1244         2.3696        -0.1828         2.8207         1.5437
     358901.602500      -2267472.482       5008793.388       3222043.118    -4.516    -2.849     1.441    1.1734    0.7944   77.2629         0.9760        -4.1248         2.3662        -0.1828         2.8207         1.5437
     358901.702500      -2267472.932       5008793.104       3222043.261    -4.491    -2.838     1.414    1.1488    0.8063   77.2642         0.9762        -4.1256         2.3587        -0.1828         2.8207         1.5437
     358901.802500      -2267473.379       5008792.820       3222043.399    -4.439    -2.850     1.379    1.1875    0.8751   77.2538         0.9758        -4.1274         2.3410        -0.1829         2.8206         1.5437
     358901.902500      -2267473.820       5008792.535       3222043.538    -4.382    -2.849     1.375    1.3353    0.8256   77.2196         0.9758        -4.1275         2.3413        -0.1829         2.8206         1.5437
     358902.002500      -2267474.258       5008792.251       3222043.676    -4.385    -2.820     1.396    1.4935    0.8123   77.2199         0.9758        -4.1278         2.3394        -0.1829         2.8206         1.5437
     358902.102500      -2267474.699       5008791.974       3222043.818    -4.402    -2.791     1.398    1.5276    0.8294   77.2270         0.9772        -4.1316         2.3215        -0.1829         2.8214         1.5434
     358902.202500      -2267475.139       5008791.696       3222043.958    -4.390    -2.769     1.393    1.4813    0.8300   77.2153         0.9773        -4.1321         2.3187        -0.1829         2.8214         1.5434
     358902.302500      -2267475.577       5008791.420       3222044.097    -4.357    -2.763     1.386    1.4524    0.8564   77.2080         0.9780        -4.1337         2.3099        -0.1829         2.8215         1.5434
     358902.402500      -2267476.011       5008791.144       3222044.236    -4.340    -2.753     1.383    1.4261    0.8411   77.2144         0.9783        -4.1349         2.3040        -0.1830         2.8216         1.5434
     358902.502500      -2267476.444       5008790.869       3222044.372    -4.329    -2.738     1.369    1.3441    0.9029   77.2191         0.9791        -4.1358         2.2967        -0.1830         2.8212         1.5435
     358902.602500      -2267476.876       5008790.596       3222044.508    -4.304    -2.724     1.354    1.2727    0.9502   77.2159         0.9786        -4.1378         2.2892        -0.1831         2.8213         1.5434
     358902.702500      -2267477.308       5008790.329       3222044.646    -4.268    -2.713     1.363    1.2215    0.9828   77.2109         0.9804        -4.1460         2.2567        -0.1831         2.8223         1.5431
     358902.802500      -2267477.733       5008790.060       3222044.781    -4.225    -2.695     1.360    1.2414    0.9360   77.2087         0.9800        -4.1549         2.2101        -0.1833         2.8225         1.5430
     358902.902500      -2267478.155       5008789.791       3222044.916    -4.202    -2.677     1.341    1.3238    0.9567   77.2095         0.9801        -4.1559         2.2064        -0.1833         2.8225         1.5430
     358903.002500      -2267478.530       5008789.468       3222044.960    -4.182    -2.674     1.301    1.4107    0.9965   77.2015         0.9144        -4.2496         2.1381        -0.1849         2.8301         1.5464
     358903.102500      -2267478.948       5008789.201       3222045.090    -4.177    -2.676     1.289    1.4165    1.0598   77.1951         0.9146        -4.2499         2.1376        -0.1849         2.8304         1.5463
     358903.202500      -2267479.365       5008788.934       3222045.220    -4.149    -2.672     1.295    1.3879    1.0898   77.1950         0.9145        -4.2517         2.1313        -0.1849         2.8306         1.5462
     358903.302500      -2267479.780       5008788.669       3222045.351    -4.139    -2.646     1.315    1.3501    1.0843   77.1975         0.9144        -4.2538         2.1253        -0.1849         2.8309         1.5462
     358903.402500      -2267480.193       5008788.407       3222045.484    -4.119    -2.617     1.333    1.2937    1.0398   77.2008         0.9146        -4.2554         2.1194        -0.1849         2.8310         1.5461
     358903.502500      -2267480.605       5008788.148       3222045.613    -4.094    -2.598     1.309    1.2445    1.0158   77.1807         0.9151        -4.2664         2.0652        -0.1851         2.8311         1.5461
     358903.602500      -2267481.013       5008787.888       3222045.742    -4.063    -2.613     1.281    1.2421    1.0184   77.1624         0.9150        -4.2666         2.0645        -0.1851         2.8311         1.5461
     358903.702500      -2267481.418       5008787.627       3222045.869    -4.043    -2.609     1.253    1.2507    1.0711   77.1470         0.9156        -4.2678         2.0612        -0.1851         2.8314         1.5460
     358903.802500      -2267481.824       5008787.370       3222045.994    -4.021    -2.597     1.263    1.2527    1.1266   77.1260         0.9167        -4.2800         2.0211        -0.1852         2.8321         1.5458
     358903.902500      -2267482.226       5008787.112       3222046.120    -4.002    -2.568     1.282    1.2656    1.1319   77.0908         0.9170        -4.2817         2.0159        -0.1853         2.8321         1.5458
     358904.002500      -2267482.625       5008786.857       3222046.251    -3.983    -2.547     1.300    1.2777    1.1049   77.0131         0.9167        -4.2822         2.0175        -0.1852         2.8325         1.5457
     358904.102500      -2267483.023       5008786.603       3222046.380    -3.966    -2.544     1.284    1.2578    1.1008   76.9150         0.9167        -4.2819         2.0178        -0.1852         2.8325         1.5457
     358904.202500      -2267483.419       5008786.350       3222046.506    -3.943    -2.549     1.254    1.2458    1.1696   76.8011         0.9173        -4.2897         1.9959        -0.1853         2.8328         1.5456
     358904.302500      -2267483.813       5008786.096       3222046.631    -3.912    -2.553     1.257    1.2455    1.2719   76.6588         0.9178        -4.2944         1.9844        -0.1853         2.8330         1.5456
     358904.402500      -2267484.204       5008785.841       3222046.757    -3.905    -2.548     1.277    1.2055    1.3194   76.4627         0.9180        -4.2978         1.9753        -0.1854         2.8332         1.5455
     358904.502500      -2267484.593       5008785.587       3222046.890    -3.879    -2.534     1.322    1.1018    1.3471   76.2459         0.9176        -4.2917         1.9910        -0.1853         2.8333         1.5455
     358904.602500      -2267484.979       5008785.334       3222047.023    -3.846    -2.524     1.344    1.0035    1.3346   76.0171         0.9175        -4.2913         1.9913        -0.1853         2.8332         1.5455
     358904.702500      -2267485.362       5008785.082       3222047.156    -3.805    -2.513     1.332    0.9631    1.3557   75.7609         0.9181        -4.2919         1.9876        -0.1853         2.8331         1.5456
     358904.802500      -2267485.742       5008784.833       3222047.288    -3.764    -2.509     1.331    1.0025    1.4039   75.4774         0.9199        -4.2989         1.9714        -0.1854         2.8334         1.5454
     358904.902500      -2267486.116       5008784.581       3222047.421    -3.715    -2.517     1.346    1.0968    1.4207   75.1708         0.9206        -4.2991         1.9698        -0.1854         2.8333         1.5455
     358905.002500      -2267486.486       5008784.330       3222047.556    -3.678    -2.516     1.351    1.2269    1.4601   74.8639         0.9209        -4.3007         1.9666        -0.1854         2.8334         1.5454
     358905.102500      -2267486.853       5008784.080       3222047.694    -3.657    -2.511     1.378    1.3629    1.4977   74.5451         0.9214        -4.2990         1.9717        -0.1854         2.8337         1.5453
     358905.202500      -2267487.219       5008783.831       3222047.833    -3.636    -2.505     1.414    1.4212    1.5027   74.2079         0.9225        -4.3056         1.9608        -0.1854         2.8341         1.5452
     358905.302500      -2267487.584       5008783.582       3222047.976    -3.632    -2.500     1.444    1.3951    1.5041   73.8451         0.9225        -4.3077         1.9577        -0.1854         2.8342         1.5451
     358905.402500      -2267487.945       5008783.330       3222048.120    -3.610    -2.506     1.474    1.2771    1.4726   73.4630         0.9219        -4.3071         1.9579        -0.1854         2.8339         1.5453
     358905.502500      -2267488.303       5008783.079       3222048.268    -3.571    -2.508     1.487    1.1335    1.4604   73.1020         0.9216        -4.3069         1.9573        -0.1855         2.8338         1.5453
     358905.602500      -2267488.659       5008782.828       3222048.416    -3.547    -2.496     1.500    1.0100    1.4549   72.7372         0.9213        -4.3085         1.9544        -0.1855         2.8338         1.5453
     358905.702500      -2267489.013       5008782.581       3222048.565    -3.500    -2.488     1.517    0.9083    1.4542   72.3591         0.9221        -4.3146         1.9420        -0.1855         2.8340         1.5452
     358905.802500      -2267489.362       5008782.333       3222048.717    -3.464    -2.487     1.524    0.8597    1.4653   71.9690         0.9218        -4.3155         1.9408        -0.1855         2.8340         1.5452
     358905.902500      -2267489.707       5008782.084       3222048.869    -3.421    -2.513     1.540    0.8246    1.4654   71.5770         0.9218        -4.3187         1.9368        -0.1856         2.8341         1.5452
     358906.002500      -2267490.048       5008781.831       3222049.019    -3.381    -2.525     1.534    0.8152    1.4658   71.1872         0.9221        -4.3259         1.9271        -0.1857         2.8339         1.5453
     358906.102500      -2267490.384       5008781.579       3222049.173    -3.350    -2.514     1.557    0.8318    1.4908   70.7899         0.9218        -4.3254         1.9273        -0.1856         2.8339         1.5453
     358906.202500      -2267490.718       5008781.329       3222049.330    -3.329    -2.502     1.577    0.8830    1.5128   70.3911         0.9218        -4.3265         1.9262        -0.1856         2.8340         1.5453
     358906.302500      -2267491.059       5008781.088       3222049.483    -3.311    -2.495     1.613    0.8915    1.5476   69.9702         0.9273        -4.3547         1.8951        -0.1858         2.8350         1.5449
     358906.402500      -2267491.388       5008780.837       3222049.647    -3.290    -2.495     1.636    0.8531    1.5452   69.5402         0.9269        -4.3503         1.8994        -0.1858         2.8349         1.5449
     358906.502500      -2267491.716       5008780.587       3222049.810    -3.243    -2.525     1.655    0.7985    1.5759   69.1046         0.9279        -4.3538         1.8962        -0.1858         2.8351         1.5449
     358906.602500      -2267492.044       5008780.338       3222049.975    -3.217    -2.530     1.660    0.7631    1.5746   68.6704         0.9335        -4.3619         1.8888        -0.1859         2.8354         1.5447
     358906.702500      -2267492.365       5008780.085       3222050.143    -3.190    -2.524     1.696    0.7372    1.6061   68.2283         0.9336        -4.3621         1.8886        -0.1859         2.8354         1.5447
     358906.802500      -2267492.683       5008779.832       3222050.314    -3.189    -2.524     1.723    0.6942    1.6011   67.7649         0.9339        -4.3599         1.8901        -0.1859         2.8353         1.5447
     358906.902500      -2267493.003       5008779.580       3222050.486    -3.156    -2.549     1.760    0.6035    1.6215   67.3003         0.9356        -4.3659         1.8844        -0.1859         2.8354         1.5447
     358907.002500      -2267493.327       5008779.329       3222050.648    -3.135    -2.565     1.775    0.5154    1.5902   66.8340         0.9436        -4.3963         1.8554        -0.1863         2.8358         1.5447
     358907.102500      -2267493.639       5008779.072       3222050.827    -3.109    -2.577     1.799    0.4409    1.6007   66.3680         0.9437        -4.3965         1.8552        -0.1864         2.8358         1.5447
     358907.202500      -2267493.947       5008778.814       3222051.010    -3.083    -2.587     1.826    0.4248    1.5602   65.8867         0.9432        -4.3937         1.8570        -0.1863         2.8358         1.5447
     358907.302500      -2267494.272       5008778.561       3222051.178    -3.088    -2.599     1.853    0.3656    1.5883   65.3987         0.9582        -4.4333         1.8292        -0.1868         2.8367         1.5445
     358907.402500      -2267494.581       5008778.301       3222051.364    -3.078    -2.621     1.877    0.2416    1.6104   64.9057         0.9587        -4.4346         1.8284        -0.1868         2.8367         1.5445
     358907.502500      -2267494.888       5008778.038       3222051.553    -3.040    -2.636     1.911    0.1260    1.6320   64.4132         0.9589        -4.4359         1.8274        -0.1869         2.8368         1.5445
     358907.602500      -2267495.190       5008777.774       3222051.746    -3.000    -2.643     1.946    0.0723    1.6083   63.9225         0.9587        -4.4352         1.8279        -0.1868         2.8368         1.5445
     358907.702500      -2267495.488       5008777.509       3222051.941    -2.975    -2.647     1.973    0.0926    1.5805   63.4278         0.9586        -4.4358         1.8276        -0.1868         2.8368         1.5445
     358907.802500      -2267495.785       5008777.244       3222052.141    -2.973    -2.657     2.006    0.1040    1.5452   62.9218         0.9584        -4.4350         1.8277        -0.1868         2.8368         1.5445
     358907.902500      -2267496.087       5008776.980       3222052.338    -2.965    -2.680     2.012    0.0906    1.5887   62.4189         0.9631        -4.4455         1.8215        -0.1870         2.8372         1.5444
     358908.002500      -2267496.382       5008776.709       3222052.541    -2.937    -2.711     2.029    0.0831    1.6732   61.9242         0.9630        -4.4432         1.8223        -0.1870         2.8371         1.5444
     358908.102500      -2267496.673       5008776.438       3222052.745    -2.905    -2.721     2.060    0.1132    1.7274   61.4263         0.9632        -4.4432         1.8222        -0.1870         2.8371         1.5444
     358908.202500      -2267496.969       5008776.170       3222052.943    -2.869    -2.713     2.123    0.1709    1.7396   60.9238         0.9671        -4.4653         1.8143        -0.1872         2.8378         1.5444
     358908.302500      -2267497.256       5008775.898       3222053.158    -2.871    -2.713     2.165    0.1965    1.6999   60.4170         0.9671        -4.4653         1.8143        -0.1872         2.8378         1.5444
     358908.402500      -2267497.547       5008775.630       3222053.390    -2.852    -2.730     2.194    0.1411    1.6992   59.9142         0.9745        -4.4558         1.8218        -0.1871         2.8382         1.5439
     358908.502500      -2267497.831       5008775.359       3222053.621    -2.818    -2.736     2.203    0.1168    1.6880   59.4055         0.9750        -4.4463         1.8265        -0.1869         2.8383         1.5436
     358908.602500      -2267498.114       5008775.087       3222053.842    -2.782    -2.736     2.211    0.1768    1.7428   58.9038         0.9777        -4.4480         1.8270        -0.1869         2.8385         1.5435
     358908.702500      -2267498.406       5008774.822       3222054.059    -2.759    -2.742     2.248    0.2581    1.7796   58.4005         0.9892        -4.4737         1.8201        -0.1871         2.8399         1.5431
     358908.802500      -2267498.683       5008774.548       3222054.285    -2.741    -2.744     2.299    0.2724    1.7667   57.9020         0.9911        -4.4762         1.8197        -0.1872         2.8400         1.5431
     358908.902500      -2267498.957       5008774.273       3222054.516    -2.722    -2.749     2.316    0.2274    1.7929   57.4047         0.9918        -4.4766         1.8199        -0.1872         2.8400         1.5431
     358909.002500      -2267499.214       5008774.164       3222054.707    -2.669    -2.722     2.321    0.2270    1.7996   56.9144         0.8393        -4.5658         1.8878        -0.1797         2.8350         1.5407
     358909.102500      -2267499.479       5008773.892       3222054.941    -2.644    -2.713     2.345    0.2169    1.7925   56.4266         0.8390        -4.5645         1.8880        -0.1797         2.8350         1.5407
     358909.202500      -2267499.739       5008773.623       3222055.186    -2.608    -2.701     2.383    0.2073    1.7885   55.9399         0.8358        -4.5549         1.8888        -0.1793         2.8350         1.5405
     358909.302500      -2267499.999       5008773.353       3222055.425    -2.581    -2.702     2.399    0.2073    1.7654   55.4544         0.8360        -4.5548         1.8889        -0.1794         2.8349         1.5405
     358909.402500      -2267500.255       5008773.082       3222055.665    -2.547    -2.717     2.410    0.2043    1.7618   54.9841         0.8360        -4.5548         1.8889        -0.1794         2.8349         1.5405
     358909.502500      -2267500.508       5008772.809       3222055.907    -2.511    -2.726     2.418    0.2156    1.7718   54.5272         0.8360        -4.5550         1.8888        -0.1794         2.8349         1.5405
     358909.602500      -2267500.758       5008772.537       3222056.149    -2.484    -2.719     2.425    0.2564    1.7681   54.0762         0.8359        -4.5550         1.8889        -0.1794         2.8350         1.5405
     358909.702500      -2267501.005       5008772.266       3222056.393    -2.448    -2.711     2.464    0.3072    1.7627   53.6625         0.8364        -4.5562         1.8888        -0.1794         2.8350         1.5405
     358909.802500      -2267501.248       5008771.996       3222056.641    -2.418    -2.699     2.500    0.3664    1.6530   53.2855         0.8365        -4.5559         1.8889        -0.1794         2.8350         1.5405
     358909.902500      -2267501.491       5008771.725       3222056.893    -2.441    -2.717     2.504    0.3542    1.6487   52.9342         0.8353        -4.5539         1.8893        -0.1793         2.8349         1.5405
     358910.002500      -2267501.738       5008771.453       3222057.137    -2.414    -2.729     2.519    0.2245    1.6766   52.6120         0.8395        -4.5632         1.8885        -0.1797         2.8354         1.5406
     358910.102500      -2267501.993       5008771.176       3222057.354    -2.397    -2.722     2.503    0.1362    1.6369   52.2979         0.8560        -4.6055         1.8921        -0.1813         2.8369         1.5410
     358910.202500      -2267502.233       5008770.905       3222057.603    -2.380    -2.701     2.509    0.1204    1.7231   51.9958         0.8567        -4.6078         1.8926        -0.1814         2.8370         1.5410
     358910.302500      -2267502.469       5008770.636       3222057.855    -2.351    -2.693     2.538    0.1496    1.6812   51.7078         0.8567        -4.6082         1.8926        -0.1814         2.8371         1.5410
     358910.402500      -2267502.703       5008770.367       3222058.110    -2.334    -2.684     2.572    0.1152    1.6143   51.4757         0.8568        -4.6088         1.8927        -0.1814         2.8371         1.5410
     358910.502500      -2267502.937       5008770.098       3222058.363    -2.322    -2.695     2.522    0.1012    1.6249   51.2948         0.8582        -4.6115         1.8930        -0.1815         2.8373         1.5410
     358910.602500      -2267503.168       5008769.827       3222058.613    -2.299    -2.704     2.498    0.2259    1.6207   51.1423         0.8585        -4.6129         1.8932        -0.1816         2.8374         1.5410
     358910.702500      -2267503.398       5008769.557       3222058.862    -2.286    -2.701     2.515    0.3521    1.6183   51.0648         0.8595        -4.6149         1.8936        -0.1817         2.8375         1.5410
     358910.802500      -2267503.628       5008769.288       3222059.114    -2.291    -2.682     2.539    0.4250    1.5813   51.0184         0.8599        -4.6159         1.8936        -0.1817         2.8376         1.5410
